"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Zhang S.; Ma M.; Wang B.","Zhang, Shaomin (7409378740); Ma, Mingzuo (57829916600); Wang, Baoyi (55729656100)","7409378740; 57829916600; 55729656100","A lightweight privacy preserving scheme of charging and discharging for electric vehicles based on consortium blockchain in charging service company","2022","International Journal of Electrical Power and Energy Systems","143","","108499","","","9","10.1016/j.ijepes.2022.108499","https://www.scopus.com/pages/publications/85135399663?origin=resultslist","Charging service companies (CSC) provide charging and discharging services for electric vehicles (EV) by managing numerous charging piles (CP). At that time, the privacy preservation of EV users has become a problem that must be solved. The lightweight solution has a broad applicated prospect because of its excellent efficiency and security. Simultaneously, the centralized storage of massive EVs’ real-time power information (RPI) may cause some risks, such as data tampering and single point of failure. Therefore, a lightweight privacy preserving scheme for EVs based on consortium blockchain (CB) in CSC is proposed to solve the problems mentioned above. The scheme has the following novelties and contributions: (1) a pseudo identity algorithm is designed to realize EV users to charge, discharge, and enjoy other services with pseudo identity, which can protect EV users’ privacy and security; (2) a certificateless aggregation signcryption algorithm is designed to realize lightweight RPI secure communication: in this algorithm, the function of information signature and encryption in one operation is realized, and the operation steps are simplified; bilinear pairing and exponential operation are not used to improve the efficiency of aggregate signcryption; batch aggregation and verification are designed to ensure the EV's RPI can be stored in the CB securely and efficiently; (3) the CB technology is adopted to solve the problems of data tampering and single point of failure of the central organization. Moreover, the consensus mechanism in the CB is designed in this scheme to further improve the scheme's efficiency. Finally, theoretical analysis proves that the scheme can guarantee users’ privacy. Experiments show that for 800 EV users, the time overhead of our scheme is only 1969.5 s, which is lower than other existing schemes. © 2022 Elsevier Ltd","Certificateless aggregate signcryption; Consortium blockchain; Electric vehicles; Lightweight; Privacy preserving","Aggregates; Charging (batteries); Digital storage; Efficiency; Outages; Privacy-preserving techniques; Public key cryptography; Block-chain; Certificateless; Certificateless aggregate signcryption; Consortium blockchain; Lightweight; Privacy preserving; Real- time; Service companies; Signcryption; Vehicle users; Blockchain","Article","Final","","Scopus","2-s2.0-85135399663"
"Shahidinejad A.; Abawajy J.","Shahidinejad, Ali (54586030700); Abawajy, Jemal (8937496700)","54586030700; 8937496700","Blockchain-Based Self-Certified Key Exchange Protocol for Hybrid Electric Vehicles","2024","IEEE Transactions on Consumer Electronics","70","1","","543","553","16","10.1109/TCE.2023.3347598","https://www.scopus.com/pages/publications/85181558600?origin=resultslist","How to safely and anonymously interact with fog nodes' charging stations is a big deal for hybrid electric vehicles in fog-based vehicular networks. Although there exist key exchange protocols, which tried to cover this critical concern, most of them are certificate-based. In addition, they do not support key revocation option or cannot totally resist advanced cyber attacks such as key compromise impersonation attack. As a result, this paper, by means of Blockchain, proposes a highly-secure self-certified key exchange protocol with an exceptional level of privacy. By the proper employment of distributed ledger, the suggested protocol can also support the authentication token revocation and immutability. Formal security and performance analyses as well as comparison with top scholarly articles demonstrate the distinct security features and applicability of the proposed protocol. © 2023 IEEE.","Authentication; blockchain; electric vehicle; fog computing; privacy","Blockchain; Cybersecurity; Fog; Fog computing; Hybrid vehicles; Network security; Block-chain; Certificate-based; Charging station; Impersonation attack; Key exchange protocols; Privacy; Security; Self-certified key; Vehicular networks; Authentication","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85181558600"
"Parameswarath R.P.; Gope P.; Sikdar B.","Parameswarath, Rohini Poolat (57221852143); Gope, Prosanta (36023550200); Sikdar, Biplab (7003523486)","57221852143; 36023550200; 7003523486","Privacy-Preserving User-Centric Authentication Protocol for IoT-Enabled Vehicular Charging System Using Decentralized Identity","2023","IEEE Internet of Things Magazine","6","1","","70","75","6","10.1109/IOTM.001.2200041","https://www.scopus.com/pages/publications/85183442513?origin=resultslist","There has been a shift towards the use of Electric Vehicles (EV) in recent years. Though EVs offer many advantages, there are concerns on the cyber security of its components and the privacy of its users. When users charge their EVs at a charging station, they need to reveal their personal details. An attacker can compromise the users' privacy by identifying and tracking where users charge their EVs. Hence, there is a need to protect EVs from cyber-attacks and preserve its users' privacy. In this paper, we address the problem of privacy preservation of users while charging their EVs in a 5G-enabled vehicular charging system. We propose a user-centric authentication protocol for EV charging based on Decentralized Identifier (DID) and blockchain. We use Verifiable Credential (VC) together with DID which provides Zero-Knowledge Proof (ZKP) about the user. Users have complete control over their identities resulting in user-centric authentication. At the same time, a third party can verify the user's legitimacy before providing services. Hence, our protocol makes the charging service available in a secure way, preserving the privacy of the user.  © 2018 IEEE.","","5G mobile communication systems; Charging (batteries); Cybersecurity; Internet of things; Network security; Privacy-preserving techniques; Authentication protocols; Charging station; Charging systems; Cyber security; Cyber-attacks; Decentralised; Privacy preserving; User charges; User privacy; User-centric; Authentication","Article","Final","","Scopus","2-s2.0-85183442513"
"Zhao S.; Wang Y.; Jiang Z.; Hu T.; Chu F.","Zhao, Sixiang (57214168584); Wang, Yachao (57195075707); Jiang, Zhenyu (57226434754); Hu, Tianshu (57481349900); Chu, Fengming (56472315900)","57214168584; 57195075707; 57226434754; 57481349900; 56472315900","Research on emergency distribution optimization of mobile power for electric vehicle in photovoltaic-energy storage-charging supply chain under the energy blockchain","2022","Energy Reports","8","","","6815","6825","22","10.1016/j.egyr.2022.05.010","https://www.scopus.com/pages/publications/85130557463?origin=resultslist","As a representative of clean energy, photovoltaic is expected to become a major supplier of electricity in the future. The combination of electric vehicle (EV) battery and charging station provides a feasible way to promote the effective consumption of photovoltaic. However, the efficiency of mobile power supply is limited by information asymmetry and security problems, and it is urgent to optimize the distribution process. Firstly, the article introduces the energy blockchain to improve the security level of electricity transaction, and designs the photovoltaic-energy storage-charging supply chain. Secondly, based on the selected road network and the actual situation of EV mobile power emergency distribution, the distribution logistics network with 50 distribution points is built. Thirdly, taking the delivery time and comprehensive cost as objective functions, the mathematical model of emergency distribution route optimization for EV mobile power supply is established, and the adaptive NSGA-II algorithm is adopted for example analysis. Finally, the parameter variation of NSGA-II and comparison with two algorithms of GA and MOPSO are carried out to validate the feasibility and applicability of proposed method. The purpose of the research is to quickly and effectively select the optimal distribution route of mobile power supply from many roads by maximizing customer demands and reducing costs, so as to promote the photovoltaic consumption. © 2022 The Author(s)","Distribution optimization of mobile power; Electric vehicle; Energy blockchain; NSGA-II; Photovoltaic-energy storage-charging supply chain","Blockchain; Charging (batteries); Cost benefit analysis; Electric energy storage; Electric power distribution; Electric vehicles; Functions; Block-chain; Distribution optimization; Distribution optimization of mobile power; Energy; Energy blockchain; NSGA-II; Photovoltaic energy; Photovoltaic-energy storage-charging supply chain; Photovoltaics; Power; Supply chains","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130557463"
"Yuan T.; He Y.; Xiao P.; Xiao K.; Wu B.","Yuan, Tingli (58982692100); He, Yunhua (56032961900); Xiao, Pengyue (60077996700); Xiao, Ke (55418048800); Wu, Bin (56967359900)","58982692100; 56032961900; 60077996700; 55418048800; 56967359900","A Blockchain-based cross-platform authentication scheme for EV aggregate charging platform","2025","Cybersecurity","8","1","64","","","3","10.1186/s42400-025-00355-8","https://www.scopus.com/pages/publications/105014607533?origin=resultslist","With the development of electric vehicles, charging stations have garnered significant attention and progress. As a result, various charging platforms have emerged. However, due to the lack of shared charging information, issues such as low utilization of charging stations during peak hours and insufficient station availability have negatively impacted user experience. Inspired by the concept of an aggregation platform, we propose an aggregated charging platform for electric vehicles (EVs). However, challenges related to trust, such as single-point failures and the difficulty of achieving unified identity management, hinder the implementation of the aggregation model. To address these issues, we propose a blockchain-based EV aggregation charging platform model and a cross-platform identity authentication scheme. Leveraging the decentralized and highly secure characteristics of blockchain, we construct a decentralized aggregation platform and enhance the credibility and reliability of cross-platform authentication through smart contracts. Furthermore, we design a batch authentication scheme to efficiently handle a large number of authentication requests. Simulation results demonstrate that, compared to other schemes, our proposed approach improves authentication efficiency by 50–66.6%. © The Author(s) 2025.","Batch authentication; Blockchain; Charging platform; Electric vehicles; Identity authentication; Smart contract","Authentication; Charging (batteries); Charging stations; Cryptography; Electric vehicles; Smart contract; User experience; Authentication scheme; Batch authentications; Block-chain; Charging platform; Charging station; Cross-platform; Electric vehicle charging; Identity authentication; Platform authentication; Users' experiences; Blockchain","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014607533"
"Daah C.; Fallot Y.; Qureshi A.; Awan I.; Konur S.","Daah, Clement (58886684200); Fallot, Ysabel (60549944500); Qureshi, Amna (56381990100); Awan, Irfan (6701711558); Konur, Savas (36174232900)","58886684200; 60549944500; 56381990100; 6701711558; 36174232900","AI-driven zero trust and blockchain framework for secure electric vehicle infrastructure","2026","Expert Systems with Applications","","","131577","","","0","10.1016/j.eswa.2026.131577","https://www.scopus.com/pages/publications/105034523891?origin=resultslist","Electric vehicle (EV) charging infrastructures are increasingly exposed to sophisticated cyber threats, including replay, spoofing, privilege escalation, and geolocation-based attacks. While standards such as ISO 15118 and OCPP 2.0.1 provide interoperability and cryptographic guarantees, they rely on static policies or isolated detection mechanisms, leaving gaps against adaptive adversaries. This paper presents an AI-driven Zero Trust Blockchain (AI-ZTB) framework whose novelty lies in the system-level integration of identity and access management, AI-based risk assessment, and blockchain-backed decentralized auditability with IPFS-based evidence storage, while operational governance remains centrally managed by the service provider. Unlike prior AI-only or blockchain-only frameworks, AI-ZTB introduces a fully integrated and enforceable Zero Trust control loop in which AI-generated risk scores are operationally bound to access enforcement decisions through smart contracts, enabling adaptive, auditable, and context-aware security governance in real time. The framework was implemented in Python with Solidity smart contracts and evaluated through a large-scale network simulation involving batches of 10,000 EV-charging sessions, trained on a dataset of 50,000 legitimate and adversarial behaviours using Random Forest, Autoencoder, and Isolation Forest models. Results demonstrate that AI-ZTB achieves access-decision accuracy above 95%, reducing false acceptance and rejection rates to approximately 3%. A comparative analysis evaluates AI-ZTB against industry standards (ISO 15,118 and OCPP 2.0.1) as secure communication baselines, and against prior integrated frameworks from the literature, highlighting differences in architectural scope, policy enforceability, and auditability rather than protocol-level performance. Despite modest inference and logging overheads, performance remained within real-time operational tolerances. The framework establishes a robust foundation for securing EV infrastructures, with extensibility to smart grids and other cyber-physical environments. © 2026 The Author(s). Published by Elsevier Ltd. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/","Artificial Intelligence (AI); Blockchain; Cybersecurity; Electric Vehicle (EV) Charging Infrastructure; Identity and Access Management (IAM); IPFS; Machine Learning; Smart Contracts; Zero Trust Architecture (ZTA)","Behavioral research; Charging (batteries); Complex networks; Cryptography; Cybersecurity; Decision trees; Electric vehicles; Forestry; Grid computing; Internet protocols; Interoperability; ISO Standards; Machine learning; Network architecture; Network security; Smart contract; Artificial intelligence; Block-chain; Cyber security; Electric vehicle charging infrastructures; Identity and access management; Identity and access managements; IPFS; Machine-learning; Real- time; Zero trust architecture; Blockchain","Article","Article in press","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105034523891"
"Kakkar R.; Agrawal S.S.; Tanwar S.","Kakkar, Riya (57362359600); Agrawal, Smita S. (57210236140); Tanwar, Sudeep (56576145100)","57362359600; 57210236140; 56576145100","Blockchain and Zero-Sum Game-Based Energy Trading Scheme for Optimal EV Charging","2026","Energy Storage","8","2","e70316","","","0","10.1002/est2.70316","https://www.scopus.com/pages/publications/105030330939?origin=resultslist","In recent years, the growth and popularity of electric vehicles (EVs) has soared owing to the facilitation of zero-emission carbon for people commuting on the road, preserving the environment from air pollution and hazardous gases. However, uncertain EV energy demands and their dynamic arrival times impact the ancillary operations and stability of the charging station (CS). Thus, it becomes a challenging task to schedule EVs for charging with their dynamic charging prices, traveling time, and waiting time efficiently and optimally. Thus, we propose an optimal EV selection scheme for trustworthy charging by implementing the hybrid game theory. The hybrid game theory is bifurcated into stage 1 and stage 2, in which stage 1 includes a coalition game to generate EV clusters or coalitions based on the parameters of state-of-charge (SoC), energy demand, and penalty factor. Then, the trust values are determined to select the EV pair fairly. Furthermore, stage 2 highlights the zero-sum game theory, which aims to optimize the payoff at saddle point and formulate strategies for EV pair (generated in stage 1), ensuring the optimal EV selection for trustworthy charging. Moreover, we have utilized the blockchain network to secure the EV optimal payoff by implementing smart contract in Remix Integrated Development Environment (IDE). The hybrid game theory ensures the optimal and efficient EV selection using coalition game to select EV pair then apply zero-sum game to optimize the payoff at saddle point condition. Next, we implement the hybrid game theory in Python 3.9 to simulate the results with the help of various factors such as trust value comparison, profit comparison based on strategies, convergence comparison, and profit comparison with the traditional approach. © 2026 John Wiley & Sons Ltd.","charging station; coalition game; electric vehicle; hybrid game theory; zero-sum game","Air pollution; Blockchain; Charging (furnace); Charging time; Computer games; Game theory; Profitability; State of charge; Zero-carbon; Block-chain; Charging station; Coalition game; Electric vehicle charging; Energy demands; Energy trading; Game-Based; Hybrid game theory; Trust values; Zero-sum game; Charging stations; Electric vehicles","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105030330939"
"Aldweesh A.","Aldweesh, Amjad (57200513576)","57200513576","Blockchain-Based Secure Firmware Updates for Electric Vehicle Charging Stations in Web of Things Environments","2025","World Electric Vehicle Journal","16","4","226","","","5","10.3390/wevj16040226","https://www.scopus.com/pages/publications/105003534052?origin=resultslist","The integration of electric vehicles into modern mobility ecosystems relies heavily on reliable charging station infrastructures that support real-time communications and data-driven functionalities. Existing solutions often face security vulnerabilities in their firmware update mechanisms, compromising safety, user trust, and the broader deployment of these stations in emerging digital and connected environments. This paper aims to address these gaps by proposing a blockchain-based framework designed to provide secure, tamper-proof firmware updates for charging stations in a Web of Things environment. The approach uses decentralized ledger technologies to validate firmware integrity, authenticate update sources, and mitigate the risk of malicious or fraudulent content. In a comprehensive experimental setup, the proposed method demonstrates enhanced resilience against unauthorized firmware modifications and improved traceability of update transactions through immutable records. Results highlight a reduction in firmware compromise events, as well as improved detection and notification efficiencies in real-time networked systems. These findings suggest that integrating blockchain technology into firmware update workflows strengthens security in electric vehicle charging infrastructures. Consequently, the adoption of decentralized verification approaches can drive broader trust in connected mobility services, supporting safer and more efficient charging station networks while fostering future innovation in sustainable transport. © 2025 by the author.","blockchain; cybersecurity; electric vehicle; firmware updates; Web of Things","Cloud computing; Cluster computing; Electric vehicles; Block-chain; Charging station; Cyber security; Data driven; Decentralised; Electric vehicle charging; Firmware updates; Real-time communication; Real-time data; Station infrastructure; Firmware","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105003534052"
"Mondal K.K.; Kumar A.; Das D.","Mondal, Koustav Kumar (57489770400); Kumar, Amritesh (57218181518); Das, Debasis (57210985387)","57489770400; 57218181518; 57210985387","RPoE: A Reputation-Aware Proof-of-Energy Blockchain Protocol for Electric Vehicle Energy Trading in IoEV","2026","IEEE Transactions on Vehicular Technology","","","","","","0","10.1109/TVT.2026.3667645","https://www.scopus.com/pages/publications/105031509040?origin=resultslist","Decentralized energy trading among electric vehicles (EVs) and charging stations (CSs) still suffers from high energy consumption, low throughput, and heavy consensus overheads. We present Reputation-Aware Proof-of-Energy (RPoE), a lightweight consensus that combines an energy score (ES) and a reputation score (RS); nodes with RPoE above a threshold participate in validation, and the highest-scoring node proposes the block. To sustain participation, we introduce a budget-balanced incentive with a guaranteed participation floor and a proportional share derived from concave weights of normalized RPoE and exchanged energy; tunable parameters trade fairness for efficiency. Our security analysis provides formal guarantees of double-spend resistance, Sybil resistance (trust-authority-backed identities), liveness under bounded delays, and resilience to DDoS/eclipse through eligibility gating. On a multi-node Raspberry Pi (RPi) testbed, RPoE reduces CPU workload by 47%, bandwidth by 5%, and energy consumption by 10% relative to Practical Byzantine Fault Tolerance (PBFT), Proof-of-Stake (PoS), and Proof-of-Authority (PoA), while achieving higher throughput and lower confirmation latency. The incentive remains fair and balanced. In a 10-node study with a participation floor of 20%, Jain's Fairness Index (JFI) is 0.853 (values closer to 1 indicate more fair splits) and the Gini coefficient is 0.221 (values closer to 0 indicate more equal splits), demonstrating equitable and budget-balanced rewards that avoid dominance. © 1967-2012 IEEE.","Blockchain; Energy Score; Energy Trading; Vehicle to Vehicle Communication","Budget control; Electric vehicles; Fault tolerance; Floors; Internet of things; Polonium compounds; Block-chain; Charging station; Decentralized energy; Energy; Energy score; Energy trading; High energy consumption; Proportional-share; Vehicle energy; Vehicle-to-vehicle communication; Vehicle to vehicle communications","Article","Article in press","","Scopus","2-s2.0-105031509040"
"Barnawi A.; Aggarwal S.; Kumar N.; Alghazzawi D.M.; Alzahrani B.; Boulares M.","Barnawi, Ahmed (56029486000); Aggarwal, Shubhani (57195931525); Kumar, Neeraj (57206866080); Alghazzawi, Daniyal M. (42861060100); Alzahrani, Bander (55545868600); Boulares, Mehrez (55216797700)","56029486000; 57195931525; 57206866080; 42861060100; 55545868600; 55216797700","Path Planning for Energy Management of Smart Maritime Electric Vehicles: A Blockchain-Based Solution","2023","IEEE Transactions on Intelligent Transportation Systems","24","2","","2282","2295","38","10.1109/TITS.2021.3131815","https://www.scopus.com/pages/publications/85121804082?origin=resultslist","Vehicle-to-grid (V2G) technology is used in the modern eco-friendly environment for demand response management. It helps in reducing the carbon footprints in the environment. However, security and privacy of the information exchange between different entities are significant concerns keeping in view of the information exchange via an open channel, i.e., Internet among different entities such as plug-in hybrid electric vehicles (PHEVs), charging stations (CSs), and controllers in V2G environment. With an exponential rise in Electric vehicles (EVs) usage across the globe, there is a requirement of developing a seamless charging infrastructure for charging and billing. Moreover, secure information flow needs to be maintained at different levels in such an environment. Hence, this paper proposes a blockchain-based demand response management for efficient energy trading between EVs and CSs. In this proposal, miner nodes and block verifiers are selected using their power consumption and processing power. These nodes are responsible for the authentication of various transactions in the proposal. We also proposed a game theory-based solution to support energy management and peak load control off-peak and peak conditions. The proposed scheme has been evaluated using various performance evaluation metrics where its performance is found superior in comparison to the existing solutions in the literature.  © 2000-2011 IEEE.","blockchain; electric vehicles; game theory; scheduling; Vehicle-to-grid","Blockchain; Carbon footprint; Charging (batteries); Electric load management; Electric power transmission networks; Game theory; Information dissemination; Renewable energy resources; Vehicle-to-grid; Block-chain; Demand response; Electric vehicle charging; Game theory.; Green products; Privacy; Renewable energy source; Vehicle to grids; Scheduling","Article","Final","","Scopus","2-s2.0-85121804082"
"Kumar G.; Saha R.; Conti M.; Rodrigues J.J.P.C.","Kumar, Gulshan (56398590900); Saha, Rahul (57212628517); Conti, Mauro (15019127200); Rodrigues, Joel J. P. C. (25930566300)","56398590900; 57212628517; 15019127200; 25930566300","TAURITE: Stackelberg Equilibrium in Blockchained Energynet Through Electric Vehicles","2025","IEEE Transactions on Intelligent Transportation Systems","26","3","","4122","4139","0","10.1109/TITS.2024.3523748","https://www.scopus.com/pages/publications/105001061383?origin=resultslist","The integration of Electric Vehicles (EVs) into the energynet, the network from power generation to EV charging station, presents a symbiotic relationship with potential benefits for sustainable and efficient transportation. However, the existing research has revealed challenges in maintaining an equilibrium between energy supply and demand, often resulting in underutilization or overutilization of energy networks. Blockchain technology has emerged as a promising solution to enhance transparency and secure decentralized energy distribution; however fails to connect the equilibrium in the presence of uncertainty of demand-supply and/or handling information cascading. In this paper, we introduce TAURITE (sTAckelberg eqUilibRium in blockchaIned energyneT with Evs), a novel blockchain-based energynet framework that explicitly leverages the Stackelberg model for energy flow equilibrium within EV interfaces. TAURITE employs Subgame Perfect Nash Equilibrium (SPNE) to address demand uncertainty in dynamic vehicular environments. It also tackles information cascades' impact on energy distribution, demonstrating its ability to maintain equilibrium even in such scenarios. TAURITE introduces a multi-variate polynomial-based key generation process through the smart contract AVTAL and incorporates Proof-of-Energy-Equilibrium (PoEE) as an energy sector consensus mechanism. Experimental results show that TAURITE significantly improves throughput, latency, and energy efficiency, with an average 30% enhancement in these metrics. Notably, TAURITE ensures 100% allocation stability, even in the presence of information cascades, marking a substantial advancement in sustainable and efficient energy management within the evolving energynet-EV ecosystem. © 2000-2011 IEEE.","Blockchain; electric; energy; equilibrium; stackelberg; vehicle","Block-chain; Electric; Electric vehicle charging; Energy; Energy distributions; Equilibrium; Information cascades; Power- generations; Stackelberg; Stackelberg equilibrium","Article","Final","","Scopus","2-s2.0-105001061383"
"Naik M.; Singh A.P.; Pradhan N.R.; Kumar N.; Nayak A.; Guizani M.","Naik, Madhusudan (58547855800); Singh, Akhilendra Pratap (58819144100); Pradhan, Nihar Ranjan (57219549234); Kumar, Neeraj (57206866080); Nayak, Amiya (7103013527); Guizani, Mohsen (7004750176)","58547855800; 58819144100; 57219549234; 57206866080; 7103013527; 7004750176","TokenGreen: A Versatile NFT Framework for Peer-to-Peer Energy Trading and Asset Ownership of Electric Vehicles","2024","IEEE Internet of Things Journal","11","8","","13636","13646","23","10.1109/JIOT.2023.3340155","https://www.scopus.com/pages/publications/85184028029?origin=resultslist","The rapid increase in the adoption of electric vehicles (EVs) and the installation of charging stations (CSs) are key components for bidirectional energy transfer between EVs and CSs. However, the traditional techniques of energy trading have issues of trust, scalability, traceability, provenance, and authenticity among energy prosumers. To address these challenges, particularly information imbalances between energy buyers and sellers, we propose TokenGreen, a novel framework that leverages blockchain and nonfungible tokens (NFTs) to enable participants to have ownership of energy assets through investments in distributed energy generation, distribution, and clean energy infrastructure, leading to trust and transparency management among the participants. The proposed framework uses Ethereum virtual machine (EVM), ERC-721 NFT, interplanetary file system (IPFS), and solidity smart contracts to develop an NFT-based energy marketplace. Various smart contracts, contract events, functions, and algorithms have been designed and integrated into the energy marketplace to facilitate the minting, creation, purchase, and resale of NFT tokens, including energy trading. To assess the performance of the proposal, experiments are performed using tools, such as Geth, Hyperledger Caliper, and the Ethereum SDK. The obtained results indicate that the average maximum latency for CreateToken reached 12.39 s, while BuyToken and ResellToken reached 11.02 s. Additionally, the average minimum latency for CreateToken, BuyToken, and ResellToken reached 10.46, 10.03, and 9.14 s, respectively. On average, memory consumption ranged from 640 to 775 MB, while CPU usage averaged between 30% and 55% for each function. The performance analysis indicates that CreateToken has low throughput, while BuyToken shows higher, and ResellToken exhibits the highest throughput due to fewer write operations. TokenGreen demonstrates superior performance compared to the existing state of the art, considering the mentioned parameters.  © 2014 IEEE.","Blockchain; caliper; electric vehicle (EV); Ethereum; nonfungible tokens (NFTs); P2P energy trading","Blockchain; Charging (batteries); Distributed ledger; Electric vehicles; Energy transfer; Ethereum; Scalability; Block-chain; Caliper; Charging station; Energy; Energy trading; Non fungible token; Nonfungible token; P2P energy trading; Peer to peer; Performance; Smart contract","Article","Final","","Scopus","2-s2.0-85184028029"
"Zahedieh S.; Oulis Rousis A.; Bourazeri A.","Zahedieh, S. (60050910900); Oulis Rousis, A. (57206484972); Bourazeri, A. (55681513600)","60050910900; 57206484972; 55681513600","Toward a unified framework for electric vehicle infrastructure: Insights into charging management, communication and emerging technologies","2025","Energy Reports","14","","","1834","1854","0","10.1016/j.egyr.2025.08.011","https://www.scopus.com/pages/publications/105013518842?origin=resultslist","The transportation sector remains a major contributor to greenhouse gas emissions, and the widespread adoption of electric vehicles (EVs) is a key strategy for mitigating this impact. However, scaling EV adoption requires an equally robust expansion and integration of charging infrastructure, which currently suffers from fragmented management systems and incompatible communication protocols. This paper systematically reviews the existing landscape of EV infrastructure, identifying gaps in charging efficiency, grid integration, and user accessibility. Through an analysis of EV simulation platforms, communication standards, and central management systems, we synthesize key insights into a unified framework that leverages emerging technologies such as blockchain, AI-driven optimization, and reinforcement learning. Furthermore, we propose strategies for enhancing scalability, including EV unification, gamification, and adaptive charging mechanisms. By providing a structured roadmap, this study serves as a comprehensive guide for researchers, policymakers, and industry leaders, offering actionable insights to optimize the EV ecosystem and accelerate the shift toward sustainable transportation. © 2025 The Authors","Charging infrastructure; Charging management systems (CMS); Electric vehicle (EV); EV communication protocols; Unification","Charging (batteries); Ecosystems; Electric vehicles; Learning systems; Network protocols; Reinforcement learning; Simulation platform; Vehicle to infrastructure; Vehicle to vehicle communications; Charging infrastructures; Charging management system; Charging managements; Communications protocols; Electric vehicle; Electric vehicle communication protocol; Management systems; Unification; Unified framework; Vehicle communications; Gas emissions","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105013518842"
"Moschella M.; Ferraro P.; Crisostomi E.; Shorten R.","Moschella, Michela (57215316014); Ferraro, Pietro (56888435100); Crisostomi, Emanuele (14035034400); Shorten, Robert (7003386909)","57215316014; 56888435100; 14035034400; 7003386909","Decentralized Assignment of Electric Vehicles at Charging Stations Based on Personalized Cost Functions and Distributed Ledger Technologies","2021","IEEE Internet of Things Journal","8","14","9326417","11112","11122","40","10.1109/JIOT.2021.3052045","https://www.scopus.com/pages/publications/85099732672?origin=resultslist","In this article, we propose a stochastic decentralized algorithm to recommend the most convenient charging station (CS) to plug-in electric vehicles (PEVs) that need charging. In particular, we use different cost functions to describe the possibly different priorities of PEV drivers, such as the preference to minimize charging costs, charging times, or the distance between them and the CS. For this purpose, we leverage on an Internet of Things architecture based on a permissioned distributed ledger technology (DLT) to enforce compliance of drivers and reduces the occurrence of detrimental misbehaviors of drivers. Extensive simulations performed with the mobility simulator SUMO in realistic city-wide networks have been provided to illustrate how the proposed PEV assignment procedure works in practice, and to validate its performance. © 2014 IEEE.","Cyber-physical systems; distributed ledger technology (DLT); electric vehicles (EVs); smart cities","Blockchain; Charging time; Plug-in electric vehicles; Stochastic systems; Charging station; Decentralized algorithms; Extensive simulations; Iot architectures; Cost functions","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85099732672"
"Zhang W.; Yang W.; Chen C.; Li N.; Bao Z.; Luo M.","Zhang, Weijian (57222050221); Yang, Wen (57198593542); Chen, Cen (57213375681); Li, Nuannuan (57212530985); Bao, Zijian (57194702343); Luo, Min (36644291700)","57222050221; 57198593542; 57213375681; 57212530985; 57194702343; 36644291700","Toward Privacy-Preserving Blockchain-Based Electricity Auction for V2G Networks in the Smart Grid","2022","Security and Communication Networks","2022","","6911463","","","18","10.1155/2022/6911463","https://www.scopus.com/pages/publications/85133307332?origin=resultslist","With the development of electric vehicle (EV) technology, EV has become a key component in the future smart grid. Due to the sheer large number of EVs on the road, the emerging vehicle-to-grid (V2G) technology, which allows for two-way electrical flows between EVs and the power grid, is gaining traction. However, establishing a fair and private electricity exchange scheme has gradually become a critical challenge. The emergence of blockchain technology offers a novel approach for resolving this issue. In this study, we overview the opportunities and challenges of blockchain in the smart grid. Then, we provide a privacy-preserving blockchain-based electricity auction scheme for V2G networks in smart grid. In particular, we exploit PS group signatures to keep the privacy of EVs or charging stations and leverage blockchain to provide automated auction execution. With our mechanism, the identity of EV/charging station is conditionally protected. In case of an emergency, the trusted authority (i.e., the group manager) can open the identity. Meanwhile, we present the security analysis to prove our scheme's security. Finally, we implement the experiment to evaluate efficiency. The experimental results show that our proposal is efficient and suitable for V2G networks.  © 2022 Weijian Zhang et al.","","Electric power transmission networks; Network security; Privacy-preserving techniques; Vehicle-to-grid; Block-chain; Charging station; Electrical flows; Electricity auctions; Power grids; Privacy preserving; Smart grid; Two ways; Vehicle technology; Vehicle to Grid (V2G); Blockchain","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85133307332"
